game_id,player_id,player_name,team,opponent,true_prob,shot_made,loc_x,loc_y,shot_distance,angle_from_hoop,shot_clock,dribbles,touch_time,defender_distance,is_three,catch_and_shoot,off_dribble,heavily_guarded,wide_open,high_volume_touch,late_clock_pressure,clutch,fatigue_proxy,home,score_margin,period,shot_zone_Above The Break 3,shot_zone_Deep 3 / Heave,shot_zone_In The Paint (Non-RA),shot_zone_Left Corner 3,shot_zone_Long Mid-Range,shot_zone_Mid-Range,shot_zone_Restricted Area,shot_zone_Right Corner 3,position_C,position_PF,position_PG,position_SF,position_SG,quadrant_Center,quadrant_Left,quadrant_Right,clock_bucket_Desperation(<4s),clock_bucket_Early(14-24s),clock_bucket_Late(4-7s),clock_bucket_Mid(7-14s),dist_0-4ft,dist_16-22ft,dist_3pt,dist_4-8ft,dist_8-16ft,dist_Deep3,dist_Long2
22600097,16,Jimmy Butler,MEM,DEN,0.293,0,-22.1,18.3,28.7,-50.373397739593905,11.2,3,20.3,2.5,1,0,1,1,0,0,0,0,0.1875,0,-23,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
22600013,31,Cade Cunningham,LAL,ATL,0.4408,1,-3.7,2.0,4.2,-61.606980578617005,8.1,1,2.0,5.6,0,1,0,0,0,0,0,0,0.125,0,7,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
22600050,7,Kevin Durant,TOR,LAL,0.4072,0,-2.0,10.5,10.7,-10.784297867562602,13.4,1,6.4,2.2,0,0,1,1,0,0,0,0,0.5,1,14,4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
22600028,3,Jayson Tatum,HOU,CHA,0.4398,0,-11.3,7.7,13.7,-55.72885929801005,15.7,0,0.2,6.0,0,1,0,0,0,0,0,0,0.1875,0,-22,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
22600333,14,Damian Lillard,CHA,MIL,0.2698,0,20.0,13.2,23.9,56.5751888173962,11.8,3,3.7,8.1,1,0,1,0,1,0,0,0,0.3125,0,11,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
22600357,48,Derrick White,NYK,ORL,0.4318,0,-4.1,16.8,17.3,-13.71481189187845,16.0,1,1.2,1.4,0,1,0,1,0,0,0,0,0.125,1,17,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
22600062,9,Anthony Edwards,BKN,CHA,0.6478,0,0.3,0.5,0.6,30.96375653207352,6.2,0,0.1,8.2,0,1,0,0,1,0,1,0,0.10416666666666667,1,8,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False
22600299,53,Alperen Sengun,MIL,SAS,0.4229,0,-7.7,10.5,13.0,-36.25383773744479,17.1,2,3.9,6.5,0,0,1,0,1,0,0,0,0.14583333333333334,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
22600072,32,Evan Mobley,POR,IND,0.4241,1,-22.7,5.5,23.4,-76.38022942194044,15.3,0,2.9,4.8,1,0,1,0,0,0,0,0,0.9166666666666666,0,-6,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
22600147,10,Shai Gilgeous-Alexander,MEM,NYK,0.6252,0,-3.0,2.4,3.8,-51.34019174590991,15.9,1,5.3,4.3,0,0,1,0,0,0,0,0,0.08333333333333333,1,0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
22600240,44,Fred VanVleet,ATL,BOS,0.4952,0,-24.4,12.3,27.4,-63.2474019329716,8.6,0,1.7,8.2,1,1,0,0,1,0,0,0,0.3333333333333333,0,19,4,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
22600288,56,Paolo Banchero,MIN,BOS,0.3842,0,1.6,5.0,5.3,17.744671625056935,19.8,2,1.6,4.8,0,0,1,0,0,0,0,0,0.125,0,0,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
22600350,21,Bam Adebayo,UTA,DEN,0.2736,0,-29.2,14.1,32.4,-64.22518532535119,9.8,1,1.8,2.9,1,1,0,1,0,0,0,0,0.4166666666666667,0,2,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
22600018,15,Joel Embiid,OKC,PHI,0.3356,0,-5.7,6.8,8.9,-39.97092641821455,13.8,4,2.8,6.9,0,0,1,0,1,1,0,0,0.20833333333333334,1,-4,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
22600079,38,Kristaps Porzingis,OKC,PHX,0.3251,1,-10.8,13.1,17.0,-39.50310749426444,9.9,2,3.1,4.4,0,0,1,0,0,0,0,0,0.22916666666666666,0,15,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
22600113,14,Damian Lillard,CHA,GSW,0.5978,1,0.9,0.6,1.1,56.309932474020215,17.3,2,7.8,2.1,0,0,1,1,0,0,0,0,0.041666666666666664,0,5,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
22600125,10,Shai Gilgeous-Alexander,MEM,LAL,0.297,0,20.5,21.0,29.3,44.30972280213492,13.0,2,1.3,5.2,1,0,1,0,0,0,0,0,0.5625,0,16,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
22600400,58,Ausar Barlow,CHI,SAC,0.5211,1,-0.1,0.1,0.1,-45.0,16.9,2,1.2,0.2,0,0,1,1,0,0,0,1,0.8333333333333334,0,3,4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
22600311,10,Shai Gilgeous-Alexander,MEM,NYK,0.2336,0,-24.7,8.0,26.0,-72.05355390337874,24.0,2,5.1,2.0,1,0,1,1,0,0,0,0,0.5,0,0,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
22600129,53,Alperen Sengun,MIL,MIN,0.3772,1,-7.5,5.1,9.0,-55.7842978675626,17.7,2,2.4,1.1,0,0,1,1,0,0,0,0,0.75,0,4,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
22600389,11,Ja Morant,PHX,ORL,0.3668,0,23.1,4.8,23.6,78.26142879327767,12.2,3,5.2,4.0,1,0,1,0,0,0,0,0,0.5833333333333334,1,3,4,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
22600200,55,Victor Wembanyama,MIA,OKC,0.4132,1,-5.6,11.9,13.2,-25.201123645475068,14.0,0,2.0,3.4,0,1,0,0,0,0,0,0,0.2916666666666667,1,3,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
22600201,10,Shai Gilgeous-Alexander,MEM,DET,0.1849,0,11.5,22.7,25.4,26.86713508892597,12.0,3,3.4,0.2,1,0,1,1,0,0,0,0,0.0625,0,-3,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
22600174,38,Kristaps Porzingis,OKC,NOP,0.3773,0,-2.2,7.6,7.9,-16.144338780283483,10.8,5,4.7,5.7,0,0,1,0,0,1,0,0,0.375,0,-7,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
22600058,58,Ausar Barlow,CHI,GSW,0.3516,0,18.9,23.1,29.9,39.28940686250036,24.0,1,5.1,5.1,1,0,1,0,0,0,0,0,0.08333333333333333,1,1,4,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
22600374,14,Damian Lillard,CHA,LAC,0.2233,1,-23.3,17.5,29.1,-53.09077787198961,16.7,1,3.2,1.7,1,0,1,1,0,0,0,0,0.25,0,-15,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
22600006,2,Luka Doncic,PHI,DEN,0.3714,0,21.0,4.9,21.6,76.86597769360368,16.6,2,1.6,0.8,0,0,1,1,0,0,0,0,0.14583333333333334,0,6,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
22600070,31,Cade Cunningham,LAL,OKC,0.5005,0,-22.2,6.9,23.2,-72.73419050498542,19.8,1,1.8,5.5,1,1,0,0,0,0,0,0,0.020833333333333332,1,5,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
22600092,50,Josh Hart,ORL,CHI,0.3622,1,-12.6,23.2,26.4,-28.506537567992368,7.1,1,8.2,6.7,1,0,1,0,1,0,0,0,0.3333333333333333,0,3,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
22600112,14,Damian Lillard,CHA,LAL,0.3388,1,-13.7,3.8,14.2,-74.49746120836839,13.4,0,12.7,2.2,0,0,1,1,0,0,0,0,0.75,1,-2,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
22600053,24,Jalen Brunson,POR,BOS,0.3373,0,-21.8,5.3,22.5,-76.3353996194431,2.0,1,1.1,5.2,1,1,0,0,0,0,1,0,0.25,0,-3,2,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
22600008,24,Jalen Brunson,POR,DET,0.0552,0,13.0,28.5,31.4,24.51964268819076,14.0,2,1.6,3.4,1,0,1,0,0,0,0,0,0.041666666666666664,1,-15,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
22600272,24,Jalen Brunson,POR,GSW,0.2936,1,21.2,6.1,22.1,73.94757599284335,8.0,3,3.2,5.1,1,0,1,0,0,0,0,0,0.20833333333333334,0,8,2,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
22600388,22,De'Aaron Fox,LAL,SAS,0.6694,1,1.4,3.3,3.6,22.98871680208064,23.2,2,1.5,8.5,0,0,1,0,1,0,0,0,0.25,1,-12,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False
22600049,6,Steph Curry,GSW,NOP,0.668,0,-1.3,1.0,1.7,-52.43140797117251,10.0,1,1.7,4.9,0,1,0,0,0,0,0,0,0.10416666666666667,1,-4,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
22600119,42,Klay Thompson,CLE,TOR,0.6383,0,0.2,0.4,0.5,26.56505117707799,13.7,3,5.3,5.8,0,0,1,0,0,0,0,0,0.22916666666666666,1,-5,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
22600203,11,Ja Morant,PHX,BKN,0.2345,0,-0.6,35.0,35.0,-0.982117163224188,16.0,1,2.0,5.6,1,1,0,0,0,0,0,0,0.08333333333333333,1,12,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
22600372,41,Draymond Green,POR,MIA,0.3689,0,12.1,4.8,13.1,68.36205877057102,4.6,2,5.9,2.6,0,0,1,1,0,0,1,0,0.6666666666666666,0,-6,4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
22600278,6,Steph Curry,GSW,UTA,0.7091,1,-0.9,2.8,2.9,-17.81888891452278,13.7,3,5.0,7.6,0,0,1,0,1,0,0,0,0.0625,1,-3,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
22600307,59,Scoot Henderson,DEN,BOS,0.5556,0,0.5,2.7,2.7,10.491477012331599,1.0,2,1.5,1.3,0,0,1,1,0,0,1,0,0.25,1,0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
22600233,17,Kawhi Leonard,GSW,IND,0.628,1,-0.0,3.1,3.1,-0.0,4.5,1,6.8,4.3,0,0,1,0,0,0,1,0,0.625,1,-25,3,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
22600167,15,Joel Embiid,OKC,MIL,0.0466,0,-7.5,35.3,36.1,-11.994958065182901,6.9,3,2.8,3.8,1,0,1,0,0,0,1,0,0.25,0,3,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
22600080,10,Shai Gilgeous-Alexander,MEM,DEN,0.4299,0,-21.6,7.0,22.7,-72.04383484737326,13.3,1,0.9,6.1,1,1,0,0,1,0,0,0,0.75,0,2,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
22600346,5,Giannis Antetokounmpo,LAC,PHX,0.4101,0,-22.4,7.5,23.7,-71.48835004550263,7.8,1,3.0,6.2,1,0,1,0,1,0,0,0,0.14583333333333334,1,-1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
22600322,51,Aaron Christie,DET,HOU,0.6317,0,0.2,0.1,0.2,63.43494882292201,11.0,2,1.5,0.4,0,0,1,1,0,0,0,0,0.08333333333333333,0,-3,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
22600011,12,Trae Young,CLE,LAL,0.317,0,22.5,17.1,28.2,52.76516601842533,4.4,0,5.6,5.4,1,0,1,0,0,0,1,1,0.9166666666666666,1,1,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
22600287,43,Kyrie Irving,POR,TOR,0.3668,1,-3.6,11.1,11.7,-17.96913974015702,21.5,0,3.6,2.2,0,0,1,1,0,0,0,0,0.4166666666666667,0,14,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
22600034,52,Dejounte Murray,PHX,DEN,0.1582,0,1.4,32.2,32.2,2.489552921999156,21.1,0,0.2,3.1,1,1,0,0,0,0,0,1,0.8333333333333334,1,-5,4,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
22600296,33,Desmond Bane,SAC,UTA,0.4987,0,12.8,11.5,17.2,48.06228708540006,21.6,1,1.3,6.4,0,1,0,0,1,0,0,0,0.3125,1,0,3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
22600331,26,Karl Towns,ORL,UTA,0.3897,0,3.1,5.9,6.6,27.718501628183358,17.9,1,1.0,2.3,0,1,0,1,0,0,0,0,0.4166666666666667,0,-16,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
22600053,27,Rudy Gobert,BKN,MEM,0.1787,1,-2.1,34.8,34.9,-3.453316250531093,5.7,1,0.7,9.3,1,1,0,0,1,0,1,0,0.041666666666666664,0,-3,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
22600174,49,Bradley Beal,MEM,MIA,0.3478,1,22.6,6.2,23.5,74.6591092359951,24.0,3,3.7,6.4,1,0,1,0,1,0,0,0,0.25,0,-12,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
22600050,36,LaMelo Ball,DET,CLE,0.636,1,0.3,0.7,0.8,23.19859051364819,13.0,0,3.8,3.3,0,0,1,0,0,0,0,0,0.3333333333333333,1,17,4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
22600227,53,Alperen Sengun,MIL,ORL,0.385,0,-22.2,17.4,28.2,-51.91122711902468,16.0,1,1.3,2.8,1,1,0,1,0,0,0,0,0.125,1,-3,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
22600372,35,Jaren Jackson,SAS,OKC,0.3211,0,20.8,16.7,26.6,51.23955523433066,16.0,2,4.3,8.6,1,0,1,0,1,0,0,0,0.08333333333333333,0,1,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
22600033,19,Donovan Mitchell,MIL,LAL,0.4113,0,3.3,3.7,4.9,41.729512076816434,12.1,6,4.0,3.8,0,0,1,0,0,1,0,0,0.6666666666666666,1,6,4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
22600160,46,Pascal Siakam,PHX,MIN,0.3279,0,-17.1,17.7,24.6,-44.012239600360196,8.4,3,2.7,7.2,1,0,1,0,1,0,0,0,0.5,1,-2,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
22600390,18,Paul George,DAL,DET,0.66,0,-0.7,0.3,0.8,-66.80140948635182,5.7,1,1.5,6.0,0,1,0,0,0,0,1,0,0.25,1,-3,4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
22600121,60,Brandin Duren,CHA,IND,0.5752,1,1.1,0.3,1.1,74.74488129694222,4.5,2,4.7,1.0,0,0,1,1,0,0,1,0,0.125,0,-12,2,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
22600053,60,Brandin Duren,CHA,MEM,0.6285,0,0.0,0.8,0.8,0.0,13.3,2,3.5,3.2,0,0,1,0,0,0,0,0,0.25,0,-14,4,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
22600196,9,Anthony Edwards,BKN,DAL,0.383,1,10.4,4.3,11.2,67.53678751059286,13.7,0,3.7,1.1,0,0,1,1,0,0,0,0,0.041666666666666664,1,-3,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
22600204,48,Derrick White,NYK,BOS,0.3074,0,-17.5,22.9,28.8,-37.386778234033386,14.5,2,13.7,4.9,1,0,1,0,0,0,0,0,0.4583333333333333,0,5,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
22600266,10,Shai Gilgeous-Alexander,MEM,BOS,0.2615,0,24.0,16.4,29.1,55.65390259993849,20.5,2,1.4,4.8,1,0,1,0,0,0,0,0,0.20833333333333334,0,10,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
22600126,53,Alperen Sengun,MIL,IND,0.4409,1,10.9,8.7,14.0,51.40435272638415,17.9,1,9.4,6.8,0,0,1,0,1,0,0,0,0.4166666666666667,1,-6,4,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
22600383,47,Jrue Holiday,PHX,IND,0.3257,0,22.4,5.2,23.0,76.93068210371783,14.8,3,9.1,2.7,1,0,1,1,0,0,0,1,1.0,1,0,4,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
22600209,37,Zach LaVine,DEN,MEM,0.0631,1,-20.5,33.0,38.8,-31.84905131905529,19.9,2,4.1,1.9,1,0,1,1,0,0,0,1,0.6666666666666666,0,-5,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
22600115,21,Bam Adebayo,UTA,DEN,0.36,0,-6.9,23.1,24.1,-16.63095370672142,4.6,3,2.3,3.2,1,0,1,0,0,0,1,0,0.16666666666666666,1,-17,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
22600385,27,Rudy Gobert,BKN,TOR,0.2465,1,22.3,7.2,23.4,72.10629075429574,20.1,3,2.6,2.0,1,0,1,1,0,0,0,0,0.5,0,-5,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
